Item Code,Count 1,Count 2,Count 3,Theoretical
HRG008,0.00,0.00,0.00,0.00
HRSR-2000,0.00,0.00,0.00,0.00
HRSR-3000,1.00,1.00,1.00,1.00
HRSR-6000,0.00,0.00,0.00,0.00
HRSR-ELB90,0.00,0.00,0.00,4.00
HRSR-END,0.00,0.00,0.00,4.00
HSF-000P,4.00,4.00,4.00,0.00
HSF-000S,0.00,0.00,0.00,4.00
HSP-10,0.00,0.00,0.00,0.00
HSP-10HP,0.00,0.00,0.00,0.00
HSP-16,0.00,0.00,0.00,0.00
HSP-16HP,0.00,0.00,0.00,0.00
HSP-25,0.00,0.00,0.00,0.00
HSP-25HP,0.00,0.00,0.00,0.00
HSP-30,0.00,0.00,0.00,0.00
HSP-30HP,0.00,0.00,0.00,0.00
HSR-000P,0.00,0.00,0.00,0.00
HUL-AXI,0.00,0.00,0.00,0.00
IM-H-1,4.00,4.00,4.00,4.00
INSCHL-10-M1000,0.00,0.00,0.00,0.00
INSCHL-10-M1500,0.00,0.00,0.00,0.00
INSCHL-10-M2000,0.00,0.00,0.00,120.00
INSCHL-10-M3000,0.00,0.00,0.00,0.00
INSCHL-10-M6100,110.00,110.00,110.00,60.00
INSCHL-10-M6300,0.00,0.00,0.00,0.00
INS-CHNL-10-10,9.00,9.00,9.00,3.00
INS-CHNL-10-10N,8.00,7.00,7.00,8.00
INS-CHNL-10-15,3.00,3.00,3.00,0.00
INS-CHNL-10-15N,0.00,0.00,0.00,0.00
INS-CHNL-10-20,455.00,455.00,455.00,456.00
INS-CHNL-10-20B,0.00,0.00,0.00,0.00
INS-CHNL-10-20N,143.00,143.00,143.00,142.00
INS-CHNL-10-30,0.00,0.00,0.00,0.00
INS-CHNL-10-30B,7.00,7.00,7.00,7.00
INS-CHNL-10-30N,64.00,64.00,64.00,68.00
INS-CHNL-19-10N,0.00,0.00,0.00,0.00
INS-CHNL-19-15N,0.00,0.00,0.00,0.00
INS-CHNL-19-20N,0.00,0.00,0.00,0.00
INS-CHNL-19-30,0.00,0.00,0.00,0.00
INS-CHNL-19-30N,0.00,0.00,0.00,0.00
INS-CHNL-19-60N,4.00,4.00,4.00,6.00
INS-CHNL-25-M30,0.00,0.00,0.00,0.00
INS-CHNL-8-10,2.00,2.00,2.00,3.00
INS-CHNL-8-10N,9.00,9.00,9.00,0.00
INS-CHNL-8-12N,0.00,0.00,0.00,0.00
INS-CHNL-8-15,0.00,0.00,0.00,5.00
INS-CHNL-8-15N,3.00,3.00,3.00,4.00
INS-CHNL-8-20,330.00,330.00,330.00,343.00
INS-CHNL-8-20N,42.00,42.00,42.00,43.00
INS-CHNL-8-23N,0.00,0.00,0.00,0.00
INS-CHNL-8-30,41.00,41.00,41.00,476.00
INS-CHNL-8-305M,0.00,0.00,0.00,0.00
INS-CHNL-8-30B,8.00,8.00,8.00,8.00
INS-CHNL-8-30N,35.00,35.00,35.00,20.00
INS-CHNL-8-30W,0.00,0.00,0.00,0.00
INSCHNL-8-ANO-N,0.00,0.00,0.00,0.00
INS-CHNL-8-GAS,180.00,180.00,180.00,180.00
INSCHNL-8-M1000,0.00,0.00,0.00,0.00
INSCHNL-8-M1500,0.00,0.00,0.00,0.00
INSCHNL-8-M2000,0.00,0.00,0.00,0.00
INSCHNL-8-M2500,0.00,0.00,0.00,0.00
INSCHNL-8-M3000,200.00,200.00,200.00,360.00
INSCHNL-8-M5100,65.00,65.00,65.00,65.00
INSCHNL-8-M6100,0.00,0.00,0.00,0.00
JHB146/300,0.00,0.00,0.00,0.00
JHB418/450,0.00,0.00,0.00,0.00
JI235/300,0.00,0.00,0.00,0.00
KA-003*19,177.00,177.00,177.00,175.00
KA-003*19-S,31.00,31.00,31.00,31.00
KA-101-*19,363.00,363.00,363.00,393.00
KA-101-*19B,0.00,0.00,0.00,0.00
KA-101-*19-S,144.00,144.00,144.00,144.00
KA-102*19,332.00,332.00,332.00,338.00
KA-103*19,159.00,159.00,159.00,160.00
KA-103*19-B,0.00,0.00,0.00,0.00
KA-103-*19B,0.00,0.00,0.00,0.00
KA-103*19-S,16.00,16.00,16.00,48.00
KA-106*19,288.00,288.00,288.00,293.00
KA-107*19,247.00,247.00,247.00,253.00
KA-109*19,100.00,100.00,100.00,100.00
KA-111*19,707.00,707.00,707.00,706.00
KA-111*19-B,0.00,0.00,0.00,0.00
KA-111*19-S,73.00,73.00,73.00,77.00
KAL-BSK06,6.00,6.00,6.00,6.00
KAL-BSK-KIT,6.00,6.00,6.00,6.00
KAL-GTG-KIT,0.00,0.00,0.00,0.00
KAL-PTW-KIT,0.00,0.00,0.00,0.00
KAL-WTG-KIT,0.00,0.00,0.00,0.00
KLW-1000N,63.00,63.00,63.00,65.00
KLW-1000P,30.00,30.00,30.00,32.00
KLW-1500N,1.00,1.00,1.00,0.00
KLW-1500P,0.00,0.00,0.00,0.00
KLW-2000N,0.00,0.00,0.00,0.00
KLW-2000P,0.00,0.00,0.00,0.00
KLW-3000M,0.00,0.00,0.00,2.00
KLW-3000N,0.00,0.00,0.00,0.00
KLW-3000P,62.00,62.00,62.00,62.00
KLW-M0825,15.00,15.00,15.00,20.00
KLW-M0925,2.00,2.00,2.00,5.00
KLW-NAT-ANO,0.00,0.00,0.00,0.00
KLW-PM,0.00,0.00,0.00,0.00
LEO-360,0.00,0.00,0.00,0.00
LIME-R-500ML,5.00,5.00,5.00,5.00
LV740,0.00,0.00,0.00,0.00
M6*10-MS,0.00,0.00,0.00,0.00
M6*16-FW,119.00,119.00,119.00,119.00
M6*40-CSR,119.00,119.00,119.00,119.00
MCP-1000N,0.00,0.00,0.00,0.00
MCP-1000P,2.00,2.00,2.00,4.00
MCP-1001A,2.00,2.00,2.00,2.00
MCP-1001B,0.00,0.00,0.00,0.00
MCP-1001N,26.00,26.00,26.00,26.00
MCP-1001P,30.00,30.00,30.00,32.00
MCP-1500N,1.00,1.00,1.00,1.00
MCP-1500P,13.00,13.00,13.00,13.00
MCP-1501A,0.00,0.00,0.00,0.00
MCP-1501B,0.00,0.00,0.00,0.00
MCP-1501N,1.00,1.00,1.00,2.00
MCP-1501P,4.00,4.00,4.00,1.00
MCP-2000N,20.00,20.00,20.00,46.00
MCP-2000P,67.00,67.00,67.00,95.00
MCP-2001A,1.00,1.00,1.00,1.00
MCP-2001B,0.00,0.00,0.00,0.00
MCP-2001N,25.00,25.00,25.00,26.00
MCP-2001P,122.00,122.00,122.00,199.00
MCP-2500P,0.00,0.00,0.00,0.00
MCP-2501P,0.00,0.00,0.00,0.00
MCP-3000N,18.00,18.00,18.00,13.00
MCP-3000P,102.00,102.00,102.00,102.00
MCP-3001A,12.00,12.00,12.00,12.00
MCP-3001B,0.00,0.00,0.00,0.00
MCP-3001N,98.00,98.00,98.00,99.00
MCP-3001P,615.00,615.00,615.00,564.00
MCP-3050M,0.00,0.00,0.00,0.00
MCP-3051M,0.00,0.00,0.00,0.00
MCP-5100M,0.00,0.00,0.00,60.00
MCP-6050M,0.00,0.00,0.00,0.00
MCP-M2000,0.00,0.00,0.00,0.00
MCP-M2001,0.00,0.00,0.00,0.00
MCP-M3000,0.00,0.00,0.00,0.00
MCP-M3001,0.00,0.00,0.00,0.00
MCP-M3050,0.00,0.00,0.00,51.00
MCP-M5100,190.00,190.00,190.00,190.00
MCP-M5101,344.00,344.00,344.00,344.00
MIS10,0.00,0.00,0.00,0.00
MPBC-CH,0.00,0.00,0.00,0.00
MP-CHNL-1000N,1.00,1.00,1.00,0.00
MP-CHNL-1500N,0.00,0.00,0.00,0.00
MP-CHNL-2000N,0.00,0.00,0.00,0.00
MP-CHNL-3000N,0.00,0.00,0.00,200.00
MP-CHNL-M3000,710.00,710.00,710.00,0.00
MPF-1000N,7.00,7.00,7.00,0.00
MPF-1500N,0.00,0.00,0.00,0.00
MPF-2000N,0.00,0.00,0.00,0.00
MPF-2500N,0.00,0.00,0.00,0.00
MPF-3000N,6.00,6.00,6.00,6.00
MPF-5100N,0.00,0.00,0.00,0.00
MPF-6000N,41.00,41.00,41.00,41.00
MPF-M1000,0.00,0.00,0.00,0.00
MPF-M1500,0.00,0.00,0.00,0.00
MPF-M2000,0.00,0.00,0.00,0.00
MPF-M2500,0.00,0.00,0.00,0.00
MPF-M3000,0.00,0.00,0.00,0.00
MPF-M5100,0.00,0.00,0.00,0.00
MPF-M6100,0.00,0.00,0.00,0.00
MPT-1000N,0.00,0.00,0.00,0.00
MPT-1500N,0.00,0.00,0.00,0.00
MPT-2000N,0.00,0.00,0.00,0.00
MPT-2500N,1.00,1.00,1.00,0.00
MPT-3000N,0.00,0.00,0.00,0.00
MPT-5100N,0.00,0.00,0.00,0.00
MPT-6000N,0.00,0.00,0.00,0.00
MPT-M1000,0.00,0.00,0.00,0.00
MPT-M1500,0.00,0.00,0.00,0.00
MPT-M2000,0.00,0.00,0.00,0.00
MPT-M2500,0.00,0.00,0.00,0.00
MPT-M3000,0.00,0.00,0.00,0.00
MPT-M5100,0.00,0.00,0.00,0.00
MPT-M6100,0.00,0.00,0.00,0.00
MPW-1000N,0.00,0.00,0.00,0.00
MPW-1500N,0.00,0.00,0.00,0.00
MPW-2000N,0.00,0.00,0.00,0.00
MPW-2500N,0.00,0.00,0.00,0.00
MPW-3000N,14.00,14.00,14.00,14.00
MPW-5100N,0.00,0.00,0.00,0.00
MPW-6000N,66.00,66.00,66.00,66.00
MPW-M1000,0.00,0.00,0.00,0.00
MPW-M1500,0.00,0.00,0.00,0.00
MPW-M2000,0.00,0.00,0.00,0.00
MPW-M2500,0.00,0.00,0.00,0.00
MPW-M3000,0.00,0.00,0.00,0.00
MPW-M5100,0.00,0.00,0.00,0.00
MPW-M6100,0.00,0.00,0.00,0.00
N08*38-7982,15000.00,15000.00,15000.00,15890.00
NANO-CLE301,7.00,7.00,7.00,7.00
NANO-CLE301-500,0.50,0.50,0.00,0.50
NANO-E2C105,2.05,2.05,2.05,2.05
NANO-E2C105-500,1.00,1.00,1.00,1.00
NANO-E2C113,0.00,0.00,0.00,0.00
NANO-E2C113-500,0.00,0.00,0.00,0.00
NANO-KIT,2.00,2.00,2.00,2.00
NANO-ORB,0.00,0.00,0.00,0.00
NKPDLS-MILL,6.51,6.51,6.51,6.51
OXB-1041,232.00,232.00,232.00,231.00
OXB-1042,84.00,84.00,84.00,125.00
OXB-1-19,100.00,100.00,100.00,100.00
OXB-12,200.00,200.00,200.00,200.00
OXB-150-350,138.00,138.00,138.00,138.00
OXB-150-350S,48.00,48.00,48.00,62.00
OXB-150-425P,128.00,128.00,128.00,128.00
OXB-403,603.00,603.00,603.00,603.00
OXB-405,696.00,696.00,696.00,780.00
OXB-4-19,0.00,0.00,0.00,0.00
OXB-745,279.00,279.00,279.00,283.00
OXB-746,213.00,213.00,213.00,214.00
OXB-747,289.00,289.00,289.00,289.00
OXB-792P,902.00,902.00,902.00,913.00
OXB-850D-305,31.00,31.00,31.00,34.00
OXB-850D-425,1.00,1.00,1.00,1.00
OXB-850D-600,17.00,17.00,17.00,17.00
OXB-960,7.00,7.00,7.00,7.00
OXB-962,63.00,63.00,63.00,63.00
OXB-962G,52.00,52.00,52.00,52.00
OXB-966-1300,352.00,352.00,352.00,352.00
OXB-966-600,200.00,200.00,200.00,199.00
P0810,1.00,1.00,1.00,1.00
P0820,0.00,0.00,0.00,0.00
P1502,0.00,0.00,0.00,0.00
P1504N,0.00,0.00,0.00,0.00
P1700,0.00,0.00,0.00,0.00
P1701,0.00,0.00,0.00,0.00
P1701-1000,0.00,0.00,0.00,0.00
P1701-1500,0.00,0.00,0.00,0.00
P1701-2000,0.00,0.00,0.00,0.00
P1701-3000,1.00,1.00,1.00,0.00
P1702,0.00,0.00,0.00,0.00
P1703,0.00,0.00,0.00,0.00
P1704,0.00,0.00,0.00,0.00
P1705,0.00,0.00,0.00,0.00
P1710-1000N,0.00,0.00,0.00,0.00
P1710-1500N,0.00,0.00,0.00,0.00
P1710-2000N,0.00,0.00,0.00,0.00
P1710-2500N,0.00,0.00,0.00,0.00
P1710-3000N,0.00,0.00,0.00,0.00
P1713-1000,0.00,0.00,0.00,0.00
P1713-1500,0.00,0.00,0.00,0.00
P1713-2000,0.00,0.00,0.00,0.00
P1713-3000,0.00,0.00,0.00,0.00
P1714-1000,0.00,0.00,0.00,0.00
P1714-1500,0.00,0.00,0.00,0.00
P1714-2000,0.00,0.00,0.00,0.00
P1714-3000,0.00,0.00,0.00,0.00
P1715-3000,0.00,0.00,0.00,0.00
P3794,0.00,0.00,0.00,0.00
P3795,0.00,0.00,0.00,0.00
P3844,0.00,0.00,0.00,1.00
P3844-BLK,0.00,0.00,0.00,0.00
P4010,10.00,10.00,10.00,9.00
P4010C,34.00,34.00,34.00,40.00
P4101,0.00,0.00,0.00,0.00
P4102,0.00,0.00,0.00,0.00
P4103,0.00,0.00,0.00,0.00
P4104,0.00,0.00,0.00,0.00
P4105,0.00,0.00,0.00,0.00
P4140C,138.00,138.00,138.00,138.00
P4140S,4.00,4.00,4.00,4.00
P4281,0.00,0.00,0.00,0.00
P4281C,192.00,192.00,192.00,192.00
P4282,2.00,2.00,2.00,2.00
P4282C,120.00,120.00,120.00,120.00
P4340,110.00,110.00,110.00,102.00
P4341,35.00,35.00,35.00,51.00
P4341-BLK,0.00,0.00,0.00,0.00
P4342,15.00,15.00,15.00,14.00
P4342C,138.00,138.00,138.00,139.00
P4343,11.00,11.00,11.00,11.00
P4343C,40.00,40.00,40.00,40.00
P4344,5.00,5.00,5.00,7.00
P4344-PIN,46.00,46.00,46.00,46.00
P4345,9.00,9.00,9.00,9.00
P4345C,64.00,64.00,64.00,64.00
P4346,0.00,0.00,0.00,0.00
P4347,22.00,22.00,22.00,22.00
P4348,176.00,176.00,176.00,178.00
P4350,13.00,13.00,13.00,13.00
P4350-BLK,0.00,0.00,0.00,0.00
P5228-2500,0.00,0.00,0.00,0.00
P5284,0.00,0.00,0.00,0.00
P5340,0.00,0.00,0.00,0.00
P6000,0.00,0.00,0.00,0.00
P6001,0.00,0.00,0.00,0.00
P6002,0.00,0.00,0.00,0.00
P6003,0.00,0.00,0.00,0.00
P6261,0.00,0.00,0.00,0.00
P6851,0.00,0.00,0.00,0.00
PCR3JB,0.00,0.00,0.00,0.00
PCW-EMP-PM,0.00,0.00,0.00,0.00
PC-WHITE,0.00,0.00,0.00,0.00
PF102,0.00,0.00,0.00,0.00
PF104,0.00,0.00,0.00,0.00
PLUG-SX8,10000.00,10000.00,10000.00,13919.00
POWDERCOATING,0.00,0.00,0.00,0.00
PRT001,180.00,180.00,180.00,187.00
PT10AL,0.00,0.00,0.00,0.00
PT15,0.00,0.00,0.00,0.00
PT20,0.00,0.00,0.00,0.00
PT20AL,0.00,0.00,0.00,0.00
PT41L,0.00,0.00,0.00,0.00
PT41R,0.00,0.00,0.00,0.00
PTB05,0.00,0.00,0.00,0.00
PTM13,0.00,0.00,0.00,84.00
PW28,0.00,0.00,0.00,0.00
PWC-1000B,5.00,5.00,5.00,5.00
PWC-1500B,1.00,1.00,1.00,1.00
PWC-1500M,0.00,0.00,0.00,0.00
PWC-2000B,0.00,0.00,0.00,0.00
PWC-2000M,0.00,0.00,0.00,0.00
PWC-2000N,1.00,1.00,1.00,1.00
PWC-2500B,1.00,1.00,1.00,1.00
PWC-3000B,7.00,7.00,7.00,7.00
PWC-3000M,0.00,0.00,0.00,0.00
RSM090-08B,0.00,0.00,0.00,0.00
RSM090-10B,0.00,0.00,0.00,0.00
RSS-008A-10,0.00,0.00,0.00,0.00
RSS-008A-8,0.00,0.00,0.00,0.00
RWH-001,0.00,0.00,0.00,3.00
SAH-000P,0.00,0.00,0.00,0.00
SBF-000P,25.00,25.00,25.00,24.00
SBTR25-PM,4.50,4.50,4.50,4.50
SBW-000P,18.00,18.00,18.00,20.00
SBW-000S,0.00,0.00,0.00,0.00
SCH045/225,0.00,0.00,0.00,0.00
SCH146/135,0.00,0.00,0.00,0.00
SCH146/185,1.00,1.00,1.00,1.00
SCH146/285,2.00,2.00,2.00,2.00
SCH146/435,6.00,6.00,6.00,6.00
SCH146/485,0.00,0.00,0.00,0.00
SCH146/575,0.00,0.00,0.00,0.00
SCH146/585,0.00,0.00,0.00,0.00
SCH212/350,5.00,5.00,5.00,5.00
SCH213/152,5.00,5.00,5.00,5.00
SCH213/305,4.00,4.00,4.00,4.00
SCH215/350,5.00,5.00,5.00,5.00
SCH216/450,2.00,2.00,2.00,2.00
SCH216/500,0.00,0.00,0.00,0.00
SCH233/286,0.00,0.00,0.00,0.00
SCH235/300,6.00,6.00,6.00,6.00
SCH235/450,5.00,5.00,5.00,5.00
SCH418/180,4.00,4.00,4.00,4.00
SCH418/300,1.00,1.00,1.00,1.00
SCH418/350,0.00,0.00,0.00,0.00
SCH418/425,0.00,0.00,0.00,0.00
SCH-THWM-54,99.00,99.00,99.00,99.00
SCK-GLM,20.00,20.00,20.00,26.00
SCK-GLM-NB,45.00,45.00,45.00,49.00
SCK-GLM-S,0.00,0.00,0.00,0.00
SCK-TBUSH,0.00,0.00,0.00,0.00
SDF-000P,0.00,0.00,0.00,0.00
SDH-101-135,97.00,97.00,97.00,90.00
SDH-101-90,186.00,186.00,186.00,39.00
SDH-101-90HP,647.00,647.00,647.00,611.00
SDH-101-90HPA,0.00,0.00,0.00,11.00
SDH-102-135,651.00,651.00,651.00,654.00
SDH-102-135EC,37.00,37.00,37.00,39.00
SDH-102-135-S,61.00,61.00,61.00,81.00
SDH-102-180,12.00,12.00,12.00,14.00
SDH-102-180A,12.00,12.00,12.00,12.00
SDH-102-90,41.00,41.00,41.00,221.00
SDH-104-360,154.00,154.00,154.00,153.00
SDH-104-360-S,30.00,30.00,30.00,30.00
SDH-108-360,91.00,91.00,91.00,91.00
SDH-801-135,223.00,223.00,223.00,220.00
SDH-801-360,65.00,65.00,65.00,65.00
SDH-801-360-S,6.00,6.00,6.00,6.00
SDH-801-90,103.00,103.00,103.00,87.00
SDH-801-90HP,1131.00,1131.00,1131.00,1178.00
SDH-801-90HPA,103.00,103.00,103.00,106.00
SDH-801-90HP-B,0.00,0.00,0.00,0.00
SDH-801-90HP-S,329.00,329.00,329.00,246.00
SDH-801-90HP-Z,0.00,0.00,0.00,0.00
SDH-802-135,258.00,258.00,258.00,275.00
SDH-802-135A,420.00,420.00,420.00,393.00
SDH-802-135-B,0.00,0.00,0.00,0.00
SDH-802-135-S,64.00,64.00,64.00,44.00
SDH-802-180,312.00,312.00,312.00,313.00
SDH-802-180A,140.00,140.00,140.00,154.00
SDH-802-180-B,0.00,0.00,0.00,0.00
SDH-802-180-S,75.00,75.00,75.00,21.00
SDH-802-90,120.00,120.00,120.00,119.00
SDH-802-90A,56.00,56.00,56.00,57.00
SDH-802-90-S,5.00,5.00,5.00,5.00
SDH-832-S,0.00,0.00,0.00,0.00
SDH-882-S,0.00,0.00,0.00,54.00
SDH-891HP-S,0.00,0.00,0.00,83.00
SDH-901-90HP,1715.00,1715.00,1715.00,1680.00
SDH-902-135,0.00,0.00,0.00,0.00
SDH-902-180,413.00,413.00,413.00,415.00
SDH-902-90,0.00,0.00,0.00,0.00
SDS-000P,0.00,0.00,0.00,0.00
SDT-600P,0.00,0.00,0.00,0.00
SDT-600S,0.00,0.00,0.00,0.00
SDT-800P,0.00,0.00,0.00,0.00
SDT-900P,0.00,0.00,0.00,0.00
SDT-900S,0.00,0.00,0.00,0.00
SFG-600P,0.00,0.00,0.00,0.00
SFG-600S,0.00,0.00,0.00,0.00
SGS-000P,14.00,14.00,14.00,13.00
SGS-000S,0.00,0.00,0.00,0.00
SGS-345P,8.00,8.00,8.00,8.00
SGS-345S,0.00,0.00,0.00,0.00
SGT-000P,2.00,2.00,2.00,1.00
SGT-000S,0.00,0.00,0.00,0.00
SH-001,0.00,0.00,0.00,0.00
SH-010,0.00,0.00,0.00,0.00
SH-0300,0.00,0.00,0.00,0.00
SH-0400,0.00,0.00,0.00,0.00
SH-0425,0.00,0.00,0.00,0.00
SH-0600,0.00,0.00,0.00,0.00
SHDR-135DC,49.00,49.00,49.00,49.00
SHDR-90DC,55.00,55.00,55.00,55.00
SHDR-90WL,0.00,0.00,0.00,0.00
SHDR-90WR,0.00,0.00,0.00,0.00
SHI-POL-9-10,0.00,0.00,0.00,0.00
SH-J103,180.00,180.00,180.00,180.00
SH-J82,279.00,279.00,279.00,284.00
SH-J83,123.00,123.00,123.00,123.00
SHO-000P,31.00,31.00,31.00,30.00
SHO-000S,0.00,0.00,0.00,0.00
SHR-1500N,1.00,1.00,1.00,2.00
SHR-2000N,4.00,4.00,4.00,4.00
SHR-2500N,0.00,0.00,0.00,1.00
SHR-3000N,3.00,3.00,3.00,3.00
SHR-789P,1549.00,1549.00,1549.00,1549.00
SHR-EC,1150.00,1150.00,1150.00,1150.00
SHR-PC,1527.00,1527.00,1527.00,1532.00
SHR-S,541.00,541.00,541.00,544.00
SHS-F16D,0.00,0.00,0.00,0.00
SHS-F17D,0.00,0.00,0.00,0.00
SHS-F18D,0.00,0.00,0.00,0.00
SHS-F19D,0.00,0.00,0.00,0.00
SIL100,0.00,0.00,0.00,0.00
SL-0068,2.00,2.00,2.00,4.00
SL-0077,36.00,36.00,36.00,36.00
SL-0080,24.00,24.00,24.00,24.00
SL-0085,28.00,28.00,28.00,28.00
SL-0098,30.00,30.00,30.00,30.00
SL-0099BR,0.00,0.00,0.00,0.00
SL-0099N,78.00,78.00,78.00,87.00
SL-0099P,1010.00,1010.00,1010.00,1010.00
SLG-798P,931.00,931.00,931.00,931.00
SLH-036P,200.00,200.00,200.00,290.00
SLH-060P,43.00,43.00,43.00,44.00
SLH-134A,1.00,1.00,1.00,1.00
SLH-134A-BR,0.00,0.00,0.00,0.00
SLH-134D,0.00,0.00,0.00,0.00
SLHR-1000B,9.00,9.00,9.00,5.00
SLHR-1000N,1.00,1.00,1.00,1.00
SLHR-1500B,0.00,0.00,0.00,1.00
SLHR-1500N,1.00,1.00,1.00,4.00
SLHR-2000B,0.00,0.00,0.00,0.00
SLHR-2000N,0.00,0.00,0.00,9.00
SLHR-2500B,27.00,27.00,27.00,27.00
SLHR-2500N,0.00,0.00,0.00,0.00
SLHR-3000B,31.00,31.00,31.00,36.00
SLHR-3000N,31.00,31.00,31.00,36.00
SLHR-G001,71.20,71.20,0.00,71.20
SLHR-KIT,3.00,3.00,3.00,3.00
SLHR-KIT-EXB,0.00,0.00,0.00,0.00
SLHR-M1000,6.00,6.00,6.00,6.00
SLHR-M1500,0.00,0.00,0.00,0.00
SLHR-M2000,0.00,0.00,0.00,0.00
SLHR-M2500,0.00,0.00,0.00,0.00
SLHR-M3000,30.00,30.00,30.00,40.00
SLHR-M3050,0.00,0.00,0.00,0.00
SLHR-M5100,0.00,0.00,0.00,0.00
SLHR-M6100,46.00,46.00,46.00,41.00
SLL-824,97.00,97.00,97.00,98.00
SLL-824P,0.00,0.00,0.00,0.00
SLL-824S,0.00,0.00,0.00,0.00
SLW-0750B,7.00,7.00,7.00,9.00
SLW-1000B,1.00,1.00,1.00,3.00
SLW-1000BR,0.00,0.00,0.00,0.00
SLW-1000N,1.00,1.00,1.00,1.00
SLW-1500B,1.00,1.00,1.00,1.00
SLW-1500N,4.00,4.00,4.00,4.00
SLW-2000B,0.00,0.00,0.00,0.00
SLW-2000N,0.00,0.00,0.00,2.00
SLW-2500B,0.00,0.00,0.00,0.00
SLW-3000B,39.00,39.00,39.00,38.00
SLW-3000N,12.00,12.00,12.00,9.00
SLW-M0750,0.00,0.00,0.00,0.00
SLW-M1500,0.00,0.00,0.00,0.00
SLW-M2000,0.00,0.00,0.00,0.00
SLW-M2500,0.00,0.00,0.00,0.00
SLW-M3000,0.00,0.00,0.00,0.00
SLW-M6100,20.00,20.00,20.00,20.00
SM090-06B,0.00,0.00,0.00,0.00
SM090-08B,84.00,84.00,84.00,32.00
SM090-10B,161.00,161.00,161.00,164.00
SM135-06B,56.00,56.00,56.00,59.00
SM135-08B,7.00,7.00,7.00,7.00
SM135-10B,41.00,41.00,41.00,1.00
SM180-06B,119.00,119.00,119.00,128.00
SM180-08B,584.00,584.00,584.00,584.00
SM180-10B,309.00,309.00,309.00,308.00
SMS-000P,2.00,2.00,2.00,169.00
SMS-000S,304.00,304.00,304.00,132.00
SMS-001P,884.00,884.00,884.00,932.00
SMS-001S,9.00,9.00,9.00,72.00
SMS-002P,0.00,0.00,0.00,0.00
SMS-002S,0.00,0.00,0.00,0.00
SMS-003-GAS,60.00,60.00,60.00,60.00
SMS-003P,5.00,5.00,5.00,5.00
SMS-003P-SL,92.00,92.00,92.00,92.00
SMS-004P,35.00,35.00,35.00,42.00
SMS-005P,0.00,0.00,0.00,0.00
SMS-006P,7.00,7.00,7.00,0.00
SMS-006P-MOD,0.00,0.00,0.00,0.00
SMS-340P,0.00,0.00,0.00,0.00
SOFTWARE,0.00,0.00,0.00,0.00
SP-SCW-H01,350.00,350.00,350.00,400.00
SQBAR-12.7,0.00,0.00,0.00,0.00
SQSH-2-PAN,2.00,2.00,2.00,2.00
SQSH-4-PAN,1.00,1.00,1.00,1.00
SRD-000P,54.00,54.00,54.00,54.00
SRD-000S,0.00,0.00,0.00,0.00
SRH-000B,0.00,0.00,0.00,0.00
SRH-000P,48.00,48.00,48.00,47.00
SRH-000S,0.00,0.00,0.00,0.00
SRHB-000P,0.00,0.00,0.00,0.00
SRI-000P,1.00,1.00,1.00,0.00
SRI-000S,0.00,0.00,0.00,0.00
SRW-001,0.00,0.00,0.00,0.00
SS2520P,0.00,0.00,0.00,0.00
SS2520S,0.00,0.00,0.00,0.00
SS2525P,0.00,0.00,0.00,0.00
SS2525S,0.00,0.00,0.00,0.00
SS2555P,0.00,0.00,0.00,0.00
SS2555S,0.00,0.00,0.00,0.00
SSB-000P,13.00,13.00,13.00,13.00
SSB-000S,0.00,0.00,0.00,0.00
SSD-000P,0.00,0.00,0.00,0.00
SSD-AB-6W,10.00,10.00,10.00,10.00
SSD-BIC-135,200.00,200.00,200.00,200.00
SSD-BIC-90,100.00,100.00,100.00,100.00
SSD-BICF-L,300.00,300.00,300.00,300.00
SSD-BICF-R,300.00,300.00,300.00,300.00
SSD-BIC-O,200.00,200.00,200.00,200.00
SSD-BP10-6M,3.00,3.00,3.00,3.00
SSD-BP8-6W,3.00,3.00,3.00,3.00
SSD-CC,10.00,10.00,10.00,10.00
SSD-CFH,90.00,90.00,90.00,90.00
SSD-CRG,30.00,30.00,30.00,30.00
SSD-DP-6W,2.00,2.00,2.00,2.00
SSD-FP-6W,6.00,6.00,6.00,6.00
SSD-GAD-W,25.00,25.00,25.00,25.00
SSD-GBS-1,200.00,200.00,200.00,200.00
SSD-GBS-2,200.00,200.00,200.00,200.00
SSD-GBS-3,160.00,160.00,160.00,160.00
SSD-GBS-4,62.00,62.00,62.00,62.00
SSD-GBS-5,200.00,200.00,200.00,200.00
SSD-GBS-6,160.00,160.00,160.00,160.00
SSD-GBS-7,160.00,160.00,160.00,160.00
SSD-HTS,100.00,100.00,100.00,100.00
SSD-KAB,50.00,50.00,50.00,50.00
SSD-KAS-45,20.00,20.00,20.00,20.00
SSD-KLL,50.00,50.00,50.00,50.00
SSD-KLW,150.00,150.00,150.00,150.00
SSD-KPW,150.00,150.00,150.00,150.00
SSD-MAG-135,40.00,40.00,40.00,40.00
SSD-MAG-180,160.00,160.00,160.00,160.00
SSD-MAG-90,40.00,40.00,40.00,40.00
SSD-OCG-LT,25.00,25.00,25.00,25.00
SSD-OCG-RT,25.00,25.00,25.00,25.00
SSD-OPB,50.00,50.00,50.00,50.00
SSD-PSP,2000.00,2000.00,2000.00,2000.00
SSD-SC-6W,2.00,2.00,2.00,2.00
SSD-SCE,50.00,50.00,50.00,50.00
SSD-SCS,50.00,50.00,50.00,50.00
